,pagenumber,form,OID,Domain,order,PreText,Question,CDASH,CDASHTYPE,SDTM,SDTMTYPE,codename,codelist,class,x,y,height,width
100,11.0,Influenza Like Illness,CE_VAC_ILI,,40.0,Duration Unit,,CEDURU,SANOFI,,,UNIT,%;% INHIBITION;%(v/v);%(w/v);%(w/w);%/min;%cells/area;/100 HPFs;/100 WBC;/10^3 cells;/HPF;/L;/LPF;/VF;/dL;/day;/h;/kg;/mL;/mm3;/month;/nL;/pL;/uL;/wk;/year;1/dilution;100 IU/mL;10^10/L;10^11/L;10^12 IU/L;10^12/L;10^3 CFU;10^3 CFU/g;10^3 CFU/mL;10^3 DNA copies/mL;10^3 RNA copies/mL;10^3 copies/mL;10^3 organisms;10^3 organisms/g;10^3 organisms/mL;10^3/L;10^3/hpf;10^3/mm3;10^3/mm4;10^3/uL;10^4/L;10^4/hpf;10^5/L;10^5/hpf;10^6 CFU;10^6 CFU/g;10^6 CFU/mL;10^6 DNA copies/mL;10^6 IU;10^6 IU/mL;10^6 RNA copies/mL;10^6 copies/mL;10^6 organisms;10^6 organisms/g;10^6 organisms/mL;10^6 organisms/mg;10^6/L;10^6/g;10^6/hpf;10^6/mm3;10^6/uL;10^7/L;10^8/L;10^9 CFU;10^9 CFU/g;10^9 CFU/mL;10^9 organisms;10^9 organisms/g;10^9 organisms/mL;10^9 organisms/mg;10^9/L;AFU;AI;AMPULE;APL U/mL;APPLICATION;ASC;AU;AU/mL;AU/min;AgU/mL;Antibody Unit;BAG;BAR;BAU;BAU/mL;BE/mL;BEATS/MIN;BISCUIT;BLOCKS;BOLUS;BOTTLE;BOX;BREATHS/MIN;BU;BU/mL;Bq;Bq/L;Bq/g;Bq/kg;Bq/mL;Bq/mg;Bq/uL;Bq/ug;C;CAE;CAN;CAPFUL;CAPLET;CAPSULE;CARTRIDGE;CASE;CCID 50/dose;CCID 50/mL;CFU/g;CFU/mL;CIGAR;CIGARETTE;COAT;COI;CONTAINER;CUP;CYLINDER;Ci;Ci/L;Ci/g;Ci/kg;Ci/mL;Ci/mg;Ci/uL;Ci/ug;Coulomb;Ct;DAYS;DAgU;DAgU/mL;DIOPTER;DISK;DNA copies/mL;DPM;DRUM;EID 50/dose;EID 50/mL;ELISA unit;ELISA unit/dose;ELISA unit/mL;EU;Enzyme U;F;FEU;FINGERTIP UNIT;Farad;Frames/s;GBq;GBq/g;GBq/mg;GBq/ug;GI/L;GLASS;GPL U/mL;Gauss;Gy;HAU/100 uL;HEP;HOMEOPATHIC DILUTION;HOURS;HPF;Hb Fract.;Hemolytic Unit;Henry;Hounsfield Unit;Hz;IMPLANT;INDEX VALUE;INHALATION;IU;IU/L;IU/dL;IU/g;IU/kg;IU/kg/h;IU/mL;IU/mg;IU^4;IV;Immune Status Ratio (ISR);JAR;Joule;KALLIKREIN INHIBITOR UNIT;KIT;L;L/L;L/h;L/h/m2;L/kg;L/min;L/min/m2;L/s;LB;LOZENGE;LPF;Log10 ELISA unit;Log10 ELISA unit/dose;Log10 GEq/mL;Log10 PFU/mL;MBq;MBq/uL;MESF;MFI;MHz;MONTHS;MPL U/mL;Mile;NEBULE;NEEDLE GAUGE;NIU;Newton;PACK;PACKAGE;PACKET;PATCH;PELLET;PFU;PFU/dose;PFU/mL;PIPE;PIXEL;PIXELS/cm;PIXELS/in;PNU/mL;POINT;POUCH;PRESSOR UNITS;PUFF;Pa;Pack Year;Perfusion unit;Perfusion unit*sec;QUANTITY SUFFICIENT;RATIO;RING;RNA copies/mL;Rad;Roentgen;SACHET;SBE/mL;SCO;SCOOPFUL;SFC;SFC/10^6 PBMC;SPRAY;SQU/mL;STANDARD DRINK/day;STEPS;STRIP;SUPPOSITORY;SYRINGE;Shock Wave;Siemens;Signals/cells;Sv;TABLET;TAMPON;TCID 50/dose;TI/L;TRACE;TROCHE;TUBE;Tbsp;Tesla;Torr;U;U.CARR;U/L;U/animal;U/cL;U/dL;U/g;U/g/day;U/g/h;U/g/min;U/kg;U/kg/day;U/kg/h;U/kg/min;U/m2;U/m2/day;U/m2/h;U/m2/min;U/mL;U/mg;U/mmol;V;V/sec;VIAL;VIRTUAL PIXEL;WAFER;WEEKS;Watt;Weber;YEARS;ag;amol;amp;amu;anti-Xa IU;anti-Xa IU/mL;atm;bel;cGy;cL;cal;cc;cd;cells/mm3;cells/uL;cg;cm;cm H2O;cm/min;cm/s;cm2;cmol;cmol/L;copies/mL;copies/uL;cpm;cs;cy/cm;cycle/min;cycle/sec;dB;dL;damol/L;deg;dmol;dpm/0.5 mL;dpm/100mg;dpm/mL;dpm/mg;dram;dyn;eq;fL;fg;fmol;fmol/L;fmol/g;foz_br;foz_us;fraction of 1;ft;ft2;ft3;g;g/24h;g/L;g/animal;g/animal/day;g/animal/wk;g/cage;g/cage/day;g/cage/wk;g/cm2;g/dL;g/day;g/g;g/g Creatinine;g/g/day;g/kg;g/kg/day;g/m2;g/m2/day;g/mol;grain;gtt;hPa;in;in2;kAU/L;kBq;kBq/uL;kDa;kHz;kIU;kN/cm2;kPa;kPa/L/sec;kU/L;kUSP;kat;kcal;kg;kg/L;kg/cm;kg/cm2;kg/m2;km;km/h;ks;lbf;lm;log EID 50/dose;log10 CCID 50/dose;log10 CFU/g;log10 CFU/mL;log10 IU/mL;log10 TCID 50/dose;log10 copies/mL;lx;m;m/sec;m/sec2;m2;m3;mCi;mCi/L;mCi/kg;mEq;mEq/L;mEq/dL;mEq/day;mEq/g;mEq/kg;mEq/mL;mEq/mmol;mEq/uL;mEq/ug;mIU/L;mIU/mL;mJoule/cm2;mL;mL/animal;mL/animal/day;mL/animal/wk;mL/breath;mL/cage;mL/cage/day;mL/cage/wk;mL/cm;mL/cm H2O;mL/dL;mL/day;mL/g;mL/g/day;mL/g/h;mL/g/min;mL/h;mL/h/uL of lysat;mL/kg;mL/kg/day;mL/kg/h;mL/kg/min;mL/m2;mL/m2/day;mL/m2/h;mL/m2/min;mL/min;mL/min/1.73m2;mL/min/SSA;mL/min/mmHg;mL/mmHg;mL/mmHg/min/L;mL/s;mL/sec/1.73m2;mOsm;mOsm/kg;mPa;mU/L;mU/mL;mV;mV*min;mV2/Hz;mcg/dL;mg;mg%;mg/24h;mg/L;mg/L FEU;mg/animal;mg/dL;mg/day;mg/g;mg/g Creatinine;mg/g/day;mg/g/h;mg/g/min;mg/h;mg/kg;mg/kg/day;mg/kg/h;mg/kg/min;mg/m2;mg/m2/day;mg/m2/h;mg/m2/min;mg/mL/min;mg/min;mg/mmol Creatinine;mg/mol;min;mkat;mm;mm/2h;mm/h;mm/min;mm/sec;mm2;mm3;mmHg;mmHg/L/min;mmHg/sec;mmol;mmol FA/mL/h;mmol/L;mmol/day;mmol/g;mmol/kg;mmol/min/kPa;mmol/min/kPa/L;mmol/mol;mmol^2/L^2;mol;mol/L;mol/g;mol/mL;mol/mg;mol/mol;mph;msec;nCi;nL;nU/cL;nU/mL;ng;ng/L;ng/dL;ng/mL;nkat;nkat/L;nm;nmol;nmol BCE/L;nmol BCE/mmol;nmol/L;nmol/dL;nmol/hr/mg protein;nmol/mL/min;nmol/min/mg protein;nsec;ohm;osm;oz;pL;per min;per sec;pg;pg/L;pg/dL;pg/mL;pkat;pm;pmol;pmol/L;pmol/min/uL of lysat;pmol/punch/hr;pools/day;pools/h;ppb;ppm;ppth;pptr;psec;psi;pt_br;pt_us;rpm;sABC;sMEC;scm;sec;titer;tsp;tuberculin unit;tuberculin unit/mL;uCi;uCi/L;uCi/kg;uEq;uEq/L;uIU/mL;uL;uL/mL;uOsM;uU/mL;uV;uV*sec;ug;ug/L;ug/animal;ug/dL;ug/day;ug/g/day;ug/g/h;ug/g/min;ug/h;ug/kg;ug/kg/day;ug/kg/h;ug/kg/min;ug/m2;ug/m2/day;ug/m2/h;ug/m2/min;ug/mL;ug/mL/h;ug/min;ugEq;ukat;ukat/L;um;um2;umol;umol/L;umol/L/min;umol/L/sec;umol/day;umol/mg/min;umol/min;usec;v/v;yd;NONE;OTHER,question,70.866,121.671,15.744,66.936
101,11.0,Influenza Like Illness,CE_VAC_ILI,,41.0,Laboratory confirmed?,,CELBCFYN,SANOFI,,,NY_YN,Y;N,question,70.866,102.671,15.744,110.856
871,12.0,Subject Medical History,MH_NPR_01,,2.0,"List significant past or current diagnoses, for the following Body Systems: Blood and Lymphatic / Cardiovascular / Gastrointestinal / Hepatobiliary / Neurological / Psychiatric / Renal and urinary / Respiratory / Endocrine and metabolic / Neoplasms benign, malignant and unspecified / Musculoskeletal and connective tissue.",,PROMPT_MHYN,SANOFI,,,,,question,70.866,666.659,15.948,468.612
872,12.0,Subject Medical History,MH_NPR_01,,6.0,Has the subject experienced any significant past and/or current diseases?,Were any medical conditions or events reported?; Has the subject had any medical conditions or events?,MHYN,IG,,,,,question,70.866,607.671,15.744,300.936
102,12.0,Subject Medical History,MH_NPR_01,,8.0,"If yes, complete the following questions.",,PROMPT_MHSPID,SANOFI,,,,,question,70.866,572.659,15.948,192.108
103,12.0,Subject Medical History,MH_NPR_01,MH,9.0,Unique ID,What is the medical condition or event identifier?,MHSPID,IG,MHSPID,IG,,,question,70.866,555.671,15.744,50.964
104,12.0,Subject Medical History,MH_NPR_01,MH,10.0,Medical History Term,What is the medical condition or event term?,MHTERM,IG,MHTERM,IG,,,question,70.866,538.671,15.744,107.196
105,12.0,Subject Medical History,MH_NPR_01,MH,11.0,Ongoing at Inclusion,Is the medical condition or event ongoing?,MHONGO,IG,MHENRF; MHENRTPT,IG,,,question,70.866,521.671,15.744,101.256
874,13.0,Influenza Vaccination History,CM_VAC_ALL,CM,0.0,"\Trade Name/Manufacturer/Valence\ (If Unknown, enter 'UNK')",What was the (concomitant) [medication/treatment/therapy] (name/term)?,CMTRT,IG,CMTRT,IG,,,unassigned,-100.0,760.0,15.0,100.0
875,13.0,Influenza Vaccination History,CM_VAC_ALL,CM,0.0,Dosage,What was the individual dose of the (concomitant) [mediation/treatment/therapy]?,CMDSTXT,IG,CMDOSTXT; CMDOSE,IG,,,unassigned,-100.0,760.0,15.0,100.0
876,13.0,Influenza Vaccination History,CM_VAC_ALL,CM,0.0,Route of Administration,What was the route of administration of the (concomitant) [medication/treatment/therapy]?,CMROUTE,IG,CMROUTE,IG,ROUTE_03,INTRADERMAL;INTRAMUSCULAR OR SUBCUTANEOUS;NASAL;UNKNOWN,unassigned,-100.0,760.0,15.0,100.0
877,13.0,Influenza Vaccination History,CM_VAC_ALL,SUPPCM,0.0,"Did the subject experience any reaction following administration? (If Yes, specify the reaction)",,CMREACYN,SANOFI,CMREACYN,SANOFI,NY_YNU,Y;N;U,unassigned,-100.0,760.0,15.0,100.0
878,13.0,Influenza Vaccination History,CM_VAC_ALL,SUPPCM,0.0,Specify Reaction,,CMREACSP,SANOFI,CMREACSP,SANOFI,,,unassigned,-100.0,760.0,15.0,100.0
106,13.0,Influenza Vaccination History,CM_VAC_ALL,CM,2.0,Category for Medication,What is the category for the (concomitant) [medication/treatment/therapy]?,CMCAT,IG,CMCAT,IG,CMCAT,ANTI-CANCER THERAPY;ANTI-HYPERGLYCEMIC THERAPY;ANTIBIOTIC;ASTHMA CONTROLLER;ASTHMA RELIEVER;BASAL INSULIN;HISTORY OF ANTI-HYPERGLYCEMIC THERAPY;HISTORY OF LIPID MODIFYING THERAPY;HISTORY OF VACCINATION;HYPOGLYCEMIC TREATMENT;LIPID LOWERING THERAPY;LIPID MODIFYING THERAPY EXCLUDING STATIN;MEDICATION;NON-MEDICATION THERAPY;RESCUE THERAPY;SAE COMPLEMENTARY INFORMATION;STATIN THERAPY;SYSTEMIC CORTICOID THERAPY;OTHER;MEDICATIONS IMPACTING OR THAT MAY HAVE AN IMPACT ON THE EVALUATION OF THE SAFETY;MEDICATIONS IMPACTING OR THAT MAY HAVE AN IMPACT ON THE IMMUNE RESPONSE;MEDICATIONS IMPACTING OR THAT MAY HAVE AN IMPACT ON BOTH THE SAFETY AND THE IMMUNE RESPONSE,question,70.866,666.671,15.744,118.524
873,13.0,Influenza Vaccination History,CM_VAC_ALL,,29.0,"Record information related only to \Influenza /Japanese Encephalitis/Yellow Fever/Diphtheria/Tetanus/Pneumococcal/Meningococcal/Licensed Dengue \vaccinations. Other vaccinations should be recorded in the Reportable Medications page.Use exact spelling.",,PROMPT_CMFLH_01,SANOFI,,,,,question,70.866,263.659,15.948,367.92
107,13.0,Influenza Vaccination History,CM_VAC_ALL,CM,33.0,Vaccination History Type,What is the subcategory for the (concomitant) [medication/treatment/therapy]?,CMSCAT,IG,CMSCAT,IG,CMSCAT,ANTIBIOTIC;ANTIBIOTICS;DIPHTHERIA VACCINE;HIGHLIGHTED DOSE;JAPANESE ENCEPHALITIS VACCINE;LICENSED DENGUE VACCINE;MENINGOCOCCAL VACCINE;NON-STUDY VACCINES;PNEUMOCOCCAL VACCINE;POST STUDY TREATMENT;PRIOR STUDY TREATMENT;SEASONAL INFLUENZA VACCINE;TETANUS VACCINE;YELLOW FEVER VACCINE,question,70.866,201.671,15.744,124.512
108,14.0,Influenza Vaccination History,CM_VAC_ALL,CM,2.0,Pre-Specified?,,CMPRESP,SANOFI,CMPRESP,SANOFI,NY_YN,Y;N,question,70.866,583.671,15.744,70.56
109,14.0,Influenza Vaccination History,CM_VAC_ALL,,3.0,Year of Vaccination,,CMTERM,SANOFI,,,,,question,70.866,548.671,15.744,97.188
110,14.0,Influenza Vaccination History,CM_VAC_ALL,CM,4.0,"Vaccination received? (If Yes, provide Details)",Did the subject take [pre-specified (concomitant) medication/treatment/therapy/dose]?; Has the subject taken [pre-specified (concomitant) medication/treatment/therapy/dose]?,CMOCCUR,IG,CMOCCUR,IG,NY_YNU,Y;N;U,question,70.866,503.671,15.948,225.012
111,14.0,Influenza Vaccination History,CM_VAC_ALL,CM,5.0,Date of Last Administration,What was the (concomitant) [medication/treatment/therapy/dose] start date?,CMSTDAT,IG,CMSTDTC,IG,,,question,70.866,452.671,15.744,134.832
112,14.0,Influenza Vaccination History,CM_VAC_ALL,CM,6.0,Vaccination History Type,What is the subcategory for the (concomitant) [medication/treatment/therapy]?,CMSCAT,IG,CMSCAT,IG,CMSCAT,ANTIBIOTIC;ANTIBIOTICS;DIPHTHERIA VACCINE;HIGHLIGHTED DOSE;JAPANESE ENCEPHALITIS VACCINE;LICENSED DENGUE VACCINE;MENINGOCOCCAL VACCINE;NON-STUDY VACCINES;PNEUMOCOCCAL VACCINE;POST STUDY TREATMENT;PRIOR STUDY TREATMENT;SEASONAL INFLUENZA VACCINE;TETANUS VACCINE;YELLOW FEVER VACCINE,question,70.866,432.671,15.744,124.512
113,14.0,Influenza Vaccination History,CM_VAC_ALL,CM,7.0,Pre-Specified?,,CMPRESP,SANOFI,CMPRESP,SANOFI,NY_YN,Y;N,question,70.866,205.671,15.744,70.56
114,14.0,Influenza Vaccination History,CM_VAC_ALL,,8.0,Year of Vaccination,,CMTERM,SANOFI,,,,,question,70.866,170.671,15.744,97.188
115,14.0,Influenza Vaccination History,CM_VAC_ALL,CM,9.0,"Vaccination received? (If Yes, provide Details)",Did the subject take [pre-specified (concomitant) medication/treatment/therapy/dose]?; Has the subject taken [pre-specified (concomitant) medication/treatment/therapy/dose]?,CMOCCUR,IG,CMOCCUR,IG,NY_YNU,Y;N;U,question,70.866,125.671,15.948,225.012
116,14.0,Influenza Vaccination History,CM_VAC_ALL,CM,10.0,Date of Last Administration,What was the (concomitant) [medication/treatment/therapy/dose] start date?,CMSTDAT,IG,CMSTDTC,IG,,,question,70.866,74.671,15.744,134.832
117,15.0,Influenza Vaccination History,CM_VAC_ALL,CM,2.0,Vaccination History Type,What is the subcategory for the (concomitant) [medication/treatment/therapy]?,CMSCAT,IG,CMSCAT,IG,CMSCAT,ANTIBIOTIC;ANTIBIOTICS;DIPHTHERIA VACCINE;HIGHLIGHTED DOSE;JAPANESE ENCEPHALITIS VACCINE;LICENSED DENGUE VACCINE;MENINGOCOCCAL VACCINE;NON-STUDY VACCINES;PNEUMOCOCCAL VACCINE;POST STUDY TREATMENT;PRIOR STUDY TREATMENT;SEASONAL INFLUENZA VACCINE;TETANUS VACCINE;YELLOW FEVER VACCINE,question,70.866,666.671,15.744,124.512
118,15.0,Influenza Vaccination History,CM_VAC_ALL,CM,3.0,Pre-Specified?,,CMPRESP,SANOFI,CMPRESP,SANOFI,NY_YN,Y;N,question,70.866,439.671,15.744,70.56
119,15.0,Influenza Vaccination History,CM_VAC_ALL,,4.0,Year of Vaccination,,CMTERM,SANOFI,,,,,question,70.866,404.671,15.744,97.188
120,15.0,Influenza Vaccination History,CM_VAC_ALL,CM,5.0,"Vaccination received? (If Yes, provide Details)",Did the subject take [pre-specified (concomitant) medication/treatment/therapy/dose]?; Has the subject taken [pre-specified (concomitant) medication/treatment/therapy/dose]?,CMOCCUR,IG,CMOCCUR,IG,NY_YNU,Y;N;U,question,70.866,359.671,15.948,225.012
121,15.0,Influenza Vaccination History,CM_VAC_ALL,CM,6.0,Date of Last Administration,What was the (concomitant) [medication/treatment/therapy/dose] start date?,CMSTDAT,IG,CMSTDTC,IG,,,question,70.866,308.671,15.744,134.832
122,15.0,Influenza Vaccination History,CM_VAC_ALL,CM,7.0,Vaccination History Type,What is the subcategory for the (concomitant) [medication/treatment/therapy]?,CMSCAT,IG,CMSCAT,IG,CMSCAT,ANTIBIOTIC;ANTIBIOTICS;DIPHTHERIA VACCINE;HIGHLIGHTED DOSE;JAPANESE ENCEPHALITIS VACCINE;LICENSED DENGUE VACCINE;MENINGOCOCCAL VACCINE;NON-STUDY VACCINES;PNEUMOCOCCAL VACCINE;POST STUDY TREATMENT;PRIOR STUDY TREATMENT;SEASONAL INFLUENZA VACCINE;TETANUS VACCINE;YELLOW FEVER VACCINE,question,70.866,288.671,15.744,124.512
123,16.0,Influenza Vaccination History,CM_VAC_ALL,CM,2.0,Pre-Specified?,,CMPRESP,SANOFI,CMPRESP,SANOFI,NY_YN,Y;N,question,70.866,666.671,15.744,70.56
124,16.0,Influenza Vaccination History,CM_VAC_ALL,,3.0,Year of Vaccination,,CMTERM,SANOFI,,,,,question,70.866,631.671,15.744,97.188
125,16.0,Influenza Vaccination History,CM_VAC_ALL,CM,4.0,"Vaccination received? (If Yes, provide Details)",Did the subject take [pre-specified (concomitant) medication/treatment/therapy/dose]?; Has the subject taken [pre-specified (concomitant) medication/treatment/therapy/dose]?,CMOCCUR,IG,CMOCCUR,IG,NY_YNU,Y;N;U,question,70.866,586.671,15.948,225.012
126,16.0,Influenza Vaccination History,CM_VAC_ALL,CM,5.0,Date of Last Administration,What was the (concomitant) [medication/treatment/therapy/dose] start date?,CMSTDAT,IG,CMSTDTC,IG,,,question,70.866,535.671,15.744,134.832
127,17.0,History of Flu Diagnosis,MH_VAC_FLU,MH,2.0,MH Category,What was the category of the medical history?,MHCAT,IG,MHCAT,IG,MHCAT,ALLERGY;ASTHMA;BLOOD DISORDER;CARDIOVASCULAR DISORDER;DIABETES;DISEASE HISTORY;EPISTAXIS;HEPATOBILIARY DISORDER;HYPERLIPOPROTEINEMIA;JUVENILE IDIOPATHIC ARTHRITIS;MEDICAL OR SURGICAL;MULTIPLE SCLEROSIS;NEUROLOGIC DISORDER;POLYPOSIS;POMPE DISEASE;RENAL DISORDER;RESPIRATORY DISORDER;RHEUMATOLOGIC DISORDER;RHINOSINUSITIS;SAE COMPLEMENTARY INFORMATION;SCLERODERMA;OTHER,question,70.866,666.671,15.744,66.276
128,17.0,History of Flu Diagnosis,MH_VAC_FLU,,26.0,Record information related only to Influenza disease history.,,PROMPT_MHFLH_01,SANOFI,,,,,question,70.866,299.659,15.948,292.38
129,17.0,History of Flu Diagnosis,MH_VAC_FLU,MH,27.0,Pre-Specified?,,MHPRESP,IG,MHPRESP,IG,NY_YN,Y;N,question,70.866,279.671,15.744,70.56
130,17.0,History of Flu Diagnosis,MH_VAC_FLU,MH,28.0,Type of Infection,What is the medical condition or event term?,MHTERM,IG,MHTERM,IG,,,question,70.866,244.671,15.744,83.904
131,17.0,History of Flu Diagnosis,MH_VAC_FLU,MH,29.0,Evaluation Interval,,MHEVINTX,SANOFI,MHEVINTX,SANOFI,,,question,70.866,213.671,15.744,92.196
879,17.0,History of Flu Diagnosis,MH_VAC_FLU,MH,30.0,"Was infection experienced during the evaluation interval? (If Yes, Provide Details)",Did the subject have [pre-specified medical condition/event/group of medical conditions]; Is the [pre-specified medical occurring ]?,MHOCCUR,IG,MHOCCUR,IG,,,question,70.866,196.671,15.948,314.568
132,17.0,History of Flu Diagnosis,MH_VAC_FLU,MH,40.0,Date,What was the medical condition or event start date?,MHSTDAT,IG,MHSTDTC,IG,,,question,70.866,145.671,15.744,22.62
133,17.0,History of Flu Diagnosis,MH_VAC_FLU,MH,41.0,Specify Symptoms,What is the medical condition or event term?,MHTERM1,IG,MHTERM,IG,,,question,70.866,128.671,15.744,90.936
134,17.0,History of Flu Diagnosis,MH_VAC_FLU,MH,42.0,Pre-Specified?,,MHPRESP,IG,MHPRESP,IG,NY_YN,Y;N,question,70.866,108.671,15.744,70.56
135,17.0,History of Flu Diagnosis,MH_VAC_FLU,MH,43.0,Type of Infection,What is the medical condition or event term?,MHTERM,IG,MHTERM,IG,,,question,70.866,73.671,15.744,83.904
136,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,2.0,Evaluation Interval,,MHEVINTX,SANOFI,MHEVINTX,SANOFI,,,question,70.866,635.671,15.744,92.196
137,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,5.0,Date,What was the medical condition or event start date?,MHSTDAT,IG,MHSTDTC,IG,,,question,70.866,553.671,15.744,22.62
138,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,6.0,Specify Symptoms,What is the medical condition or event term?,MHTERM1,IG,MHTERM,IG,,,question,70.866,536.671,15.744,90.936
139,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,7.0,Pre-Specified?,,MHPRESP,IG,MHPRESP,IG,NY_YN,Y;N,question,70.866,516.671,15.744,70.56
140,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,8.0,Type of Infection,What is the medical condition or event term?,MHTERM,IG,MHTERM,IG,,,question,70.866,481.671,15.744,83.904
141,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,9.0,Evaluation Interval,,MHEVINTX,SANOFI,MHEVINTX,SANOFI,,,question,70.866,450.671,15.744,92.196
142,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,12.0,Date,What was the medical condition or event start date?,MHSTDAT,IG,MHSTDTC,IG,,,question,70.866,368.671,15.744,22.62
143,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,13.0,Specify Symptoms,What is the medical condition or event term?,MHTERM1,IG,MHTERM,IG,,,question,70.866,351.671,15.744,90.936
144,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,14.0,Pre-Specified?,,MHPRESP,IG,MHPRESP,IG,NY_YN,Y;N,question,70.866,331.671,15.744,70.56
145,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,15.0,Type of Infection,What is the medical condition or event term?,MHTERM,IG,MHTERM,IG,,,question,70.866,296.671,15.744,83.904
146,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,16.0,Evaluation Interval,,MHEVINTX,SANOFI,MHEVINTX,SANOFI,,,question,70.866,265.671,15.744,92.196
147,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,19.0,Date,What was the medical condition or event start date?,MHSTDAT,IG,MHSTDTC,IG,,,question,70.866,183.671,15.744,22.62
148,18.0,History of Flu Diagnosis,MH_VAC_FLU,MH,20.0,Specify Symptoms,What is the medical condition or event term?,MHTERM1,IG,MHTERM,IG,,,question,70.866,166.671,15.744,90.936
149,19.0,Blood Sampling,CD_SER,,2.0,Central Data Category,,CDCAT,SANOFI,,,CDTYP,APPADL;BANKING;BIOMARKERS;CELL-MEDIATED IMMUNITY;CENTRAL IMAGING;CLAMP;DIAGNOSTIC;DRUG METABOLISM ENZYME;ECG TELEMETRY;ECHOCARDIOGRAM;ELECTRONIC PATIENT-REPORT OUTCOME SYSTEM;FUNCTIONAL TEST;GENETIC VARIATION;HEFH GENOTYPING;HOLTER;IW-SP;NASAL MUCOSA BRUSHING FOR RNA AND CYTOLOGY;NASAL SECRETION SAMPLING;NASAL SWABS FOR MICROBIOME;OPHTHALMOLOGICAL TEST;PQAT;PHARMACODYNAMICS;PHARMACOGENETIC ANALYSIS;PHARMACOGENETIC BANKING;PSYCHOMETRIC TEST;PULMONARY FUNCTION TESTS;SEROLOGY;TUMOR BIOPSY;VIROLOGY;VAS;WRSM,question,70.866,666.671,15.744,107.832
150,19.0,Blood Sampling,CD_SER,,3.0,Specimen Type,,CDSPEC,SANOFI,,,SPECTYPE,ADIPOSE TISSUE;AMNIOTIC FLUID;AQUEOUS HUMOR;ARTERIAL BLOOD;ARTERIAL CORD BLOOD;ATHEROSCLEROTIC PLAQUE;BILE;BLOOD;BONE;BONE MARROW;BREAST MILK;BUFFY COAT;CALCULUS;CAPILLARY BLOOD;CARDIAC MUSCLE TISSUE;CEREBROSPINAL FLUID;CERUMEN;CIRCULATING TUMOR CELL;COLOSTRUM;CORD BLOOD;CORD SERUM;DIALYSIS FLUID;DRIED BLOOD SPOT;EMESIS;ERYTHROCYTES;EXPIRED AIR;EXUDATE;FIBROBLAST;FLUID;GASTRIC CONTENTS;HAIR;HAIR FOLLICLE;INFRANATANT- PLASMA;INFRANATANT- PLEURAL FLUID;INFRANATANT- SERUM;INTERSTITIAL FLUID;ISOLATE;LAVAGE FLUID;LEUCOCYTES;LOCHIA;LUNG SURFACTANT;LYMPH;LYSATE;MECONIUM;MENSTRUAL BLOOD;MUCUS;MUSCLE TISSUE;NAIL;NASAL;NASOPHARYNGEAL;PERIPHERAL BLOOD;PERIPHERAL BLOOD MONONUCLEAR CELL;PERSPIRATION;PHARYNGEAL;PLASMA;PLATELET;PLATELET POOR PLASMA;PLATELET RICH PLASMA;PLEURAL FLUID;PROSTATIC FLUID;PUS;SALIVA;SEBUM;SEMEN;SEMINAL FLUID;SERUM;SKELETAL MUSCLE TISSUE;SMEGMA;SMOOTH MUSCLE TISSUE;SOFT TISSUE;SPUTUM;STOOL;STRIATED MUSCLE TISSUE;SUPERNATANT- CELLS;SUPERNATANT- PLASMA;SUPERNATANT- PLEURAL FLUID;SUPERNATANT- SERUM;SYNOVIAL FLUID;TISSUE;TRANSUDATE;TUMOR TISSUE;URINE;VENOUS BLOOD;VENOUS CORD BLOOD;VITREOUS HUMOR;WHOLE BLOOD;OTHER,question,70.866,81.671,15.744,74.904
151,22.0,Blood Sampling,CD_SER,,2.0,Sample ID,,CDREFID,SANOFI,,,,,question,70.866,503.671,15.744,51.612
152,22.0,Blood Sampling,CD_SER,,3.0,Was the sample collected?,,CDPERF,SANOFI,,,NY_YN,Y;N,question,70.866,486.671,15.744,127.44
153,22.0,Blood Sampling,CD_SER,,4.0,Reason sample not collected,,CDPERFRS,SANOFI,,,,,question,70.866,451.671,15.744,136.8
154,22.0,Blood Sampling,CD_SER,,5.0,"If yes, complete the following questions.",,PROMPT_CDPERF,SANOFI,,,,,question,70.866,434.659,15.948,192.108
155,22.0,Blood Sampling,CD_SER,,6.0,Date of Collection,,CDDAT,SANOFI,,,,,question,70.866,417.671,15.744,88.536
156,22.0,Blood Sampling,CD_SER,,7.0,Comment,,CDCOVAL,SANOFI,,,,,question,70.866,400.671,15.744,47.28
157,23.0,Vaccination,EX_08,EX,2.0,Treatment Name,What was the study treatment?,EXTRT,IG,EXTRT,IG,,,question,70.866,666.671,15.744,80.856
158,23.0,Vaccination,EX_08,,3.0,Has vaccination been performed?,,EXOCCUR,SANOFI,,,NY_YN,Y;N,question,70.866,621.671,15.744,160.776
